,Document,Topic,Name,Top_n_words,Probability,Representative_document
57,highway close landslide district leave vehicle strand official say landslide take district batter rain saidover vehicle strand different point km highway weather road link country official say say work reopen highway traffic incessant rain ramban banihal sector prove impediment continuous shooting stone slide block traffic shalgadi banihal arrangement make shelter shed strand passenger accord twitter handle commissioner people advise travel highway confirmation traffic control unit official say,3,3_record_temperature_case_degree,record - temperature - case - degree - covid - heat - accord - report - state - say,0.49943325336355265,False
58,kill gangster turn brother ashraf prayagraj uttar pradesh custody police shameful doubtful people ever get answer incident former leader say ashraf kill prayagraj late night man pose journalist police personnel take hospital health check arrest murder pal key witness murder mla raju pal emergency take handcuff medical check late night foot medium know hospital visit accuse come reach time question raise sibal say talk medium indore press club sibal say doubtful public ever get answer question shameful thing people gloat celebrate kill need law also say youth accuse shoot dead atiq ashraf hail poor family educate much show get education employment act manner modi government sibal say institution parliament election commission university capture rule dispensation say enforcement directorate use opposition probe agency touch single leader sibal reply query say anymore still consider congressman never leave ideology party rule possibility return fold make statement year ago join party bjp even time death claim,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
59,say far fascinating understatement many struggle deal head quintessential rag riches story inspiration many yashasvi leave home village uttar pradesh travel mumbai meet coach earn money live tent azad night stadium year old ominous form send bowler leather smash park ruin birthday boy plan restrict small total rohit keep change bowler adamant goal see ball hit batsman really troubled mi team play wankhede ground playing childhood day smash incredible ball incredibly high individual score buttler reach stop mi chase run target really steal show yashasvi dugout see clapping notch century high individual score season also fourth young score ipl century knock ball stud four maximum name man match fact mi game wicket speak ahead match afternoon call ask come watch match today say say make feel proud come agree go make proud make super proud knock scored century wankhede big team really happy childhood tell timesofindia com exclusive interview mumbai stadium come mumbai mad cricket want become cricketer injury come way dream begin coach search guy mad cricket find madness trust ability good thing yashasvi honest game well keen learner follow process sure become big name sure right path tell timesofindia com make royal camp fourth ipl season ipl match far season yashasvi scored run average currently orange cap holder ongoing season overall ipl career far year old play match score run average sense maturity batting ongoing season play arc drive ball sheer confidence cut pull authority also make full height foot tall get pitch ball also allow make full batting crease yashasvi also force domestic cricket far play format make domestic debut already century half century belt also high run getter score brilliant final well lose ipl current good season far mould spend hour day hammer solid plastic ball cement track face barrage bouncer short ball coach jwala hit deck full throttle ball travel rocket hit yashasvi chest thigh sometimes hand shoulder hold grit determination drive forward want prepare differently know already play ipl season short format game need different skill survive decide call ask pad plan bowl double pace plastic ball cement use travel rocket also swing massively use ground railway ground tell timesofindia com initially hit several time body say body door tell focus hit ball mark distance boundary ask yashasvi hit many six use practice hour day plan actually work help raise game see performance ipl tell want become number target number bowler add come back sye selection match score also play match match call say batting differently really enjoy bowler padega want become big player take big bowler coach recount coach believe pupil do enough get senior india call soon bag scoring run innings average way play sure senior call corner selector watch keep close eye sure wear senior soon confident coach say usually see match ground second instance come see live occasion score century go semi final score century game come see match score century time well royal management support staff play big role career play amazing role guide say want extra practice book separate ground allow practice sign,6,6_run_ball_team_game,run - ball - team - game - play - match - ipl - score - wicket - century,1.0,True
60,country express deep concern continue clash sudanese armed force rapid support force deeply regret death injury cause civilian urge party reach immediate ceasefire stress need respect international humanitarian law remark come joint statement issue meet bric deputy foreign minister special envoy town encourage party sudan continue dialogue political transition achieve meet fundamental interest country legitimate aspiration sudanese people say joint statement reiterate support joint effort various international agency facilitate dialogue sudanese party overcome situation bric country also express deep concern deteriorate situation occupy palestinian territory result continue occupation expansion settlement bric country call expeditious finalisation adoption comprehensive convention international terrorism,7,7_indian_sudan_evacuation_say,indian - sudan - evacuation - say - citizen - security - situation - flight - government - conflict,0.9226274684809224,False
61,tiger see first decide appear say hundred statement sum thrill pull visitor never tiger reserve include family child elderly member see popularity go drastically last year say amit naturalist guide professional photographer wahale say post social medium big factor person own dslr one people professional camera road connectivity improve family wheeler say wahale family bengal visible group professional accord guide cost also steep safaris usually do trip accommodate person cost traveler tatkal ticket cost even high resort accommodation usually preferred family food tip guide add rarely visitor mind shell extra buck thrill sighting tiger first tiger sight half crying say year tiger say wildlife photographer family escape city wild comfort resort choice food offer make ideal escape wildlife ecotourism general feel saharsh choudhary hyderabad become increasingly popular soothe view peaceful time forest stress buster naturalist guide first time visitor bit noisy protocol safaris see young boy come first family return say nature guide kanha tiger go first say rise popularity gauge difficult book vehicle online walk core year later notice vehicle start book sharp midnight full say percent visitor want see tiger forest place beautiful also large mammal say say time visitor lead pressure driver guide sight tiger driver break rule small amount show tiger create traffic jam say keep grow popularity feel naidu due variety tiger reserve mangrove sundarban semi deciduous evergreen experience endless,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
62,ridhi lone female topper joint entrance examination main main testing announce combined result early morning high number topper come state follow pradesh lakh candidate aspirant take test undergraduate admission centrally fund technical institution well main session candidate score percentile score percentile main session topper include general category obc category sc category last year female candidate score percentile however ridhi lone female elite list year family move mumbai shift belandur ridhi prepare jee class bit disadvantage start scratch class other class start class hard work achievable say brother graduate hear lot story brother iit motivated good place academically also help shape personality think option brother identify strength math say able crack say ridhi elated percentile girl bad math many girl boy field ratio proportionate definitely girl list instance girl boy class say say love math decision pursue engineering score percentage mark obtain percentile score normalise multisession paper base relative performance appear examination session rank candidate release take consideration well score accordance policy already place paper admission btech programme iit nit centrally fund technical institution cftis lakh candidate register session appear little total lakh register candidate female candidate category wise general candidate category examination conduct language punjabi telugu urdu centre city include city add first time base result main paper paper top lakh candidate eligible appear advanced exam stop exam get admission technology iit,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
63,meet chair home minister emphasise priority region ensure environment security respect sovereignty integrity economic cooperation member state shah say matter don head state first time become full fledge member state council take forward secure theme articulate summit mean security economic cooperation connectivity unity home add say attach special importance sco promote dialogue relate multi dimensional political security economic issue remind gathering probably large regional organisation world time represent global population global gdp land area say perfect international platform harmonise cooperation member country minister chairing meeting head department country responsible prevention elimination emergency situation disaster mitigation say new special importance disaster risk reduction ready share expertise experience field great cooperation mutual trust member shah say new meeting open new avenue cooperation member country assure commitment enhance role say strengthen major area identify work confidence building effort collective responsibility approach expand cooperation communication information share identification priority area newly develop technology disaster resilience capacity building say adopt collective responsibility approach disaster resilience help sco member state work together effectively pool resource expertise member state avoid duplication effort resource strengthen region overall disaster resilience approach add shah say member state expand cooperation emergency situation exchange good practice communication coordination response effort real time information exchange say effective communication information exchange help ensure timely specialise coordinate response emergent situation,4,4_say_minister_visit_shah,say - minister - visit - shah - meeting - also - prime - democracy - new - country,0.8859872278426009,False
64,exchange reserve increase week end compare previous week bank say week end sbp reserve increase central bank say,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.9192199250166231,False
65,court justify new fact check panel rule say false information social medium potential fan separatist movement intensify social political conflict weaken public trust democratic institution response petition stand comic kunal government run fact check unit point emerge tech sophisticated tool potential create deep fake motivated content use anti social anti organisation social medium deliberately publish amplify false information also say majority news relate information social media user generate content produce consumer cheap internet access mainstream news outlet journalist lack time resource verify generate say centre say kamra challenge rule set fact check unit weed fake false misleading post online central government premature panel even constitute yet potential allege irreparable injury petitioner say plea constitutional validity rule information technology intermediary guideline digital medium ethic amendment rule kamra allege violate citizen fundamental right equality freedom speech right choose trade false misleading information adversely impact electoral democracy economy social fabric severe last damage say centre reply add matter public interest mislead content social medium platform influence citizen perception reality create say kamra abuse process law dwell imaginary consequence identify incident event occasion harm pertinent note kamra early face charge criminal contempt gross insinuation sc say centre hear kamra petition also cite provision rule make power especially safeguard block access public interest sovereignty security public order,5,5_marriage_say_rule_right,marriage - say - rule - right - information - sex - court - social - couple - provision,1.0,False
66,seek preparation contingency evacuation plan stick violence hit take account rapidly shift security landscape also viability option available chair high level meet video conferencing review situation official statement say participate meeting nsa ajit doval meet guterre help ensure well evacuation appropriate moment indian citizen stick surge khartoum even war faction announce ceasefire eid government say assess recent development sudan receive first hand report condition ground specific focus safety jaishankar say early effort establish ceasefire really key moment ceasefire corridor safe people really come say bit talk course obviously strong interest matter many external affair minister add,7,7_indian_sudan_evacuation_say,indian - sudan - evacuation - say - citizen - security - situation - flight - government - conflict,0.8788978841925461,False
67,degree passe disruptive innovation deep tech make old current job irrelevant skill competency define future job say present keynote address deep tech focus advanced technology future work precursor event ahead third education working group meeting later week say lakh student academician institution odisha industry partner participate month long activity make truly community occasion aspiring make capital also welcome state government day conclave conclude state exhort stakeholder effort make country global hub skilled resource pradhan say skill competency drive future rather degree constant competition gift human intelligence artificial intelligence ai add old job vanish due disruptive innovation technology new job emerge workforce need continuous skilling reskille upskilling hence think new approach prepare youth future job note production present pradhan say material go influence future civilisation human nature go influence human say century knowledge base technology drive guide civilisational ethos natural hub talent captive market resource go play lead role fulfil global aspiration say foundation literacy numeracy tech enable learn future work research collaboration priority area deliberation third education work group meeting schedule meeting official level deliberation identify priority area foundational literacy numeracy tech enable learn future work research collaboration conference deep tech transform logistic coastal economy workshop future work skill architecture seminar building capacitie lifelong learn exhibition future work part cursor event first meet education work group hold early year follow second meet amritsar last month supplementary meeting education group arrive broad consensus year,8,8_company_business_work_future,company - business - work - future - financial - education - image - say - tech - regulation,1.0,True
68,issue product alert india make cough manage director pharma say duplicate syrup defame government issue medical product alert substandard contaminate syrup syrup find affect product qp pharma limit punjab marketer trillium say food administration punjab doubt duplicate product cough syrup send sell government say firm base say take sample cough send testing,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.7018799214437608,False
69,core sector output grow slow pace expansion last year weigh fall electricity cement crude oil production industry account index industrial production estimate grow compare previous year late official datum show oil output decline continuously month first contraction power production least month include several month double digit increase cement production lower also first contraction month natural gas refinery product output see modest rise see graphic coal fertiliser steel sector see robust growth core sector output grow cagr underlie sustained recovery still distance away rating principal economist sunil sinha say,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.9605527187509282,False
70,remember challenge convince romantic scene hesitant husband kid film tv actor recall work bhagyashree hesitant shooting romantic scene say let tell first shoot experience bhagyashree back bhagyashree work film film big scar face blind fall love shoot honeymoon scene ask bring romance scene get close run away samir know work tv show begin many also act film hate love story student year other remember challenge convince romantic scene hesitant husband kid,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
71,celebrity pass age melbourne demise come shock culinary industry fan follower also share heartwarming note ahead season celebrity chef judge come shock many jock many season also shoot season melissa indian restaurateur former take social medium pay tribute jock kunal opportunity work jock sharing experience know write long note note read heavy heart write today express deep condolence pass jock zonfrillo sudden departure world leave shock disbelief fellow chef privilege work jock get know personally kind generous soul always willing share knowledge experience other talent creativity infectious energy sorely miss kitchen rest peace jock deeply miss heartfelt condolence read entire note jock family release statement post depinder comment shatter still shock send love drashti dhami ghosh many other remember chef share condolence condolence message pour,6,6_run_ball_team_game,run - ball - team - game - play - match - ipl - score - wicket - century,0.5396288644300856,False
72,describe telugu event hold parliamentary constituency varanasi confluence ganga godavari river address event virtually prime minister welcome telugu speak people parliamentary constituency ganga hold ghat sangam confluence civilisation culture tradition say event hold time telugu speaking pilgrim arrive varanasi large number ongoing day long ganga pushkar religious congregation hold year ashram link telugus organising sangamam varanasi also host month long,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
73,krushna reveal turn movie offer cite busy schedule yearly contract channel produce krushna abhishek make headline return entertain fan comedy sarcasm comedian open turn sajid khan movie offer due work relate commitment reveal love work sajid however schedule bit pack yearly contract channel due take movie role audience love get krushna contract issue resolve actor say issue yearly contract channel busy schedule offer film shooting happen date ask otherwise love work krushna big part early make exit show appear due contract relate issue however issue resolve back show entertaining audience yet,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
74,say tech revolution country help radio emerge new avatar delhi inaugurate transmitter spread state union territory move boost radio connectivity border region aspirational district new transmitter set district coverage increase km area benefit additional crore people access medium far transmitter play key role range service timely dissemination information weather forecast agriculture connect woman self help group new market say say tech revolution country help radio emerge new avatar bring new listener medium prime minister say government constantly work democratisation technology expansion take place day landmark monthly radio programme new transmitter instal district special focus enhance coverage island,4,4_say_minister_visit_shah,say - minister - visit - shah - meeting - also - prime - democracy - new - country,1.0,False
75,economic advisor say high frequency datum indicate buoyant economic growth momentum cent gdp growth estimate current fiscal realistic also say enough sign manufacture good health inflation soften pass wholesale price run course uncertainty relate activity need ready supply side monetary policy measure course next financial year tell reporter accord gdp growth forecast cent next fiscal well range forecast agency oecd adb downside risk need prepare tight financial condition globally weather relate uncertainty geopolitical factor see big ticker shock see early month war break nonetheless underlie factor still simmer need watchful nageswaran say say sale passenger vehicle wheeler tractor uptrend real estate sector bounce back strongly unemployment rate come job create low salary level add say indicator point broad base growth momentum economy growth rate need achieve fourth quarter roughly cent able hit cent real gdp growth trend term high frequency datum fourth quarter indicate achieve growth rate well realm possibility therefore cent real gdp growth estimate realistic say brief reporter quarter national statistical office show growth slow cent mainly due contraction manufacture sector current fiscal indian economy grow cent cent quarter respectively say quarter quarter change less consequential seasonally adjust see caution broad picture show economy buoyant add manufacturing sector output gross value add third quarter fiscal contract cent compare growth cent year ago period manufacturing appear slow face due rise input cost look pmi purchasing manager index indicator manufacture sector good health performance core sector tell fairly robust manufacture growth rate fourth quarter add chief economic advisor also say merchandise export good service expect current fiscal compare last fiscal creditable achievement consider global growth slowdown,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,1.0,False
76,economic growth slow first quarter expect tepid business investment pullback inventory temper pickup consumer spending gross domestic product gdp rise annualise rate back strong consumer spending nearly year initial estimate show prefer underlie inflation metric accelerate year high increase consumer spending reflect gain good service include surge purchase motor vehicle business investment equipment post big drop start pandemic inventory subtract year figure illustrate economic growth gradually downshifte weight feed interest rate hike elevate inflation outlook depend largely resiliency job market,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,1.0,False
77,government fix wheat procurement target tonne marketing year start high tonne purchase previous year target fix meeting state food secretary hold state food minister conference discuss procurement arrangement meeting chair food secretary total wheat procurement target marketing year aim procure tonne wheat tonne pradrsh tonne food say statement procurement decline last year due fall domestic production high export however government project record wheat production tonne crop year second estimate agriculture wheat government also fix rabi winter rice procurement target tonne marketing year state advise enhance rice milling capacity mill season get complete commencement next season recycling rice avoid procurement millet coarse grain estimate tonne year high tonne karnataka procure tonne millet year statement add separately address conference food minister urge state government implement smart pds early laud andhra pradesh government command control state central government work together implement state also storage front union minister say fci upgrading godown star rate one state government also upgrade godown conference state government tell learn good practice use millet scheme mid day meal pds karnataka helpful add nutrition promote healthy diet state encourage procure millet coarse grain state government ask open procurement centre coarse grain produce district especially tribal area state government ask encourage consumption coarse grain well conference also deliberate fighting anaemia nutritional deficiency various part country suitably create awareness benefit fortify rice issue relate smart public distribution system pds nation ration card scheme seamless delivery foodgrain migrant beneficiary also discuss fci government nodal agency undertake procurement distribution foodgrain pds welfare scheme good practice command control pradesh real time procurement storage quality distribution foodgrain also discuss state urge learn adopt method make system effective efficient implementation additional minimum threshold parameter online procurement operation integration power validation mill rice quantity electricity consumption tracking vehicle use transport food grain also deliberate improve efficiency transparency procurement operation discussion emerge sufficient jute bag available requirement ensue season issue relate finalisation audit account food subsidy claim rationalisation food subsidy also deliberate state government also ask submit pende bill fci settle,1,1_inflation_price_growth_year,inflation - price - growth - year - month - market - high - rise - rate - say,0.7147769925581501,False
78,celebrate birthday today cricket fraternity queue wish opening batter famously know hit man big hit prowess rohit currently lead mumbai ongoing ipl addition also complete year captain mi successful franchise tournament history title rohit play test odis far scoring run respectively include international century half century rohit score double hundred odis player birthday wish continue pour rohit,6,6_run_ball_team_game,run - ball - team - game - play - match - ipl - score - wicket - century,0.950499690949669,False
79,cultivation sell possess ganja cannabis plant offence narcotic drug psychotropic substance act clarity sell ganja seed clear air selling possess seed prohibit act adjudicating bail plea accuse take custody sell ganja seed bench justice say ganja seed ban contraband act grant bail section act prohibit cultivation cannabis plant medical scientific purpose manner extent provide provision act rule order make thereunder accuse court plea bail reject gujarat refer section act advocate appear petitioner submit bare reading act show legislature consciously exclude seed ganja definition cannabis definition ganja act flower fruit top cannabis plant flower fruit top accompany seed leave exclude challenge hc order petition say pertinent note contraband recover petitioner,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
80,assure leave conflict hit however admit situation ground sudan remain highly volatile control room constantly monitor situation sudan conflict begin say control room also set provide information assistance strand relief ram chant passenger tear airport many passenger arrive airport special flight jeddah operation kaveri port city arrive port witness intense clash military main parliamentary force flight land many say touch concerned side sudan take conflict zone take conflict zone safe area soon possible bring back home foreign secretary say estimate approximately pio sudan third naval ship in tarkash also reach port say tense focus safety indian meanew note ground situation mea refer evacuation mission operation say arrive delhi airport special flight port city arrive port say assistance evacuation process operation kaveri need know mission rescue citizen conflict hit sudannew delhi fighting intensifie announce launch operation kaveri mission rescue thousand citizen strand violence hit country batch indian nation already leave launch operation kaveri bring back strand conflict hit nation witness intense clash military main parliamentary force also mention receive request evacution citizen nation receive request evacuation citizen country procedure add,7,7_indian_sudan_evacuation_say,indian - sudan - evacuation - say - citizen - security - situation - flight - government - conflict,1.0,False
81,inform high court additional general notify fact check unit fcu say rule depend unit notify bench justice accept statement say stand notify rule operate say statement take care grievance petitioner stand comic kunal kamra rule senior counsel darius kamra challenge constitutional validity centre new rule information technology act express fear chilling effect interim say panel operate retrospectively statement make say fairly make statement effect oppose submission say rule detrimental operational justice patel dictate order say believe reason go immediately question stay suspension operation impugn challenge rule petition challenge rule information technology intermediary guideline digital medium ethic amendment rule allege violate citizen fundamental right equality freedom speech right choose trade rule frame last year empower government appoint fact check panel identify fake false misleading online post central government say say apply past event see next hearing say argument matter finally hear set next date court reopen post summer vacation fix date final hearing justice say ad interim urgent relief require full hearing reason material visit twice matter dispose finally decide require matter keep part hear bench say say clear competence executive frame rule squarely take challenge question competence executive frame rule say make short amendment petition say propose amendment final hearing follow centre need file detailed electronic information technology meity file limited page affidavit oppose grant stay rule say solicitor general tushar appear hear next availability judge also mention judgment refer course final hearing petition judgment think important say justice include rule cite th century famous treatise utilitarianism liberty representative government say neatly explain importance free speech expression word peculiar evil silence expression opinion rob human race posterity well exist generation dissent opinion still hold opinion right deprive opportunity exchange error truth wrong lose almost great benefit clear perception lively impression truth produce collision error justice say judgment court appeal fourth circuit kamra say rule strike heart free speech right fundamental right free speech expression article fundamental right declaration inherent freedom prescribe boundary freedom infinitely expansive add jurisprudence fact expand freedom speech include hoarding billboard article place reasonable restriction fundamental right interpret narrowly say judge add freedom article expansively construe justice say take portion jurisprudence challenge go go back start constitution much big justice patel say restriction part narrow restrictive narrowly construe,5,5_marriage_say_rule_right,marriage - say - rule - right - information - sex - court - social - couple - provision,1.0,True
82,invoke self style invoke self style design vitiate peaceful atmosphere punjab intelligence source say gauge indulgence abduction assault sikh early year open defiance authority protest ajnala include hesitate injure police personnel role vandalism enforce chief amritpal send central jail dibrugarh soon arrest source say do rule possibility jailbreak support minded sikh prisoner gangster incarcerate prison punjab state amritpal aide arrest early pack jail arrest turban robe similar bhindranwale end morning punjab police arrest year old preacher outside gurdwara slay village ride punjab moga district security agency punjab police fear amritpal aide imprison punjab radicalise jailed criminal associate private keep dibrugarh jail isolation cell interrogate raw ibcentral intelligence agency interrogate arrest punjab police later send assam dibrugarh jail question source fund intelligence agency get lot input give defiant protest apprehend amritpal supporter create law order situation mobilise support arrest last least punjab police agency feel amritpal aide leave punjab jail run criminal activity bar many gangster dibrugarh central jail consider safe prison northeast assam government beef jail security view arrival late high profile inmate source say nsa slap see deliberate plant pro sentiment revive militancy punjab say train land dubai last year agency believe fund provide shelter terrorist facilitate supply weapon drone punjab,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
83,fire boltt ultra smartwatch mode launch price specification monster reason buy new doc get emoji reaction comment detail introduce bill target shortfall challenge rein chatgpt fire boltt ultra smartwatch official domestic smartphone maker add affordable smartwatch product lineup launch fire boltt ultra smartwatch sport steel build offer sport mode wearable offer call functionality claim offer day battery single charge fire boltt ultra price availabilitythe fire boltt come price tag rs come blue gold dark grey silver rainbow colour option customer purchase smartwatch boltt website start fire boltt ultra affordable fire boltt ultra sport glass cover steel design smartwatch rotate crown feature resolution hz refresh rate wearable also offer build watch face fire boltt ultra also offer call history option quick dial pad option sync contact smartwatch also come build mic speaker smartwatch come call functionality enable user receive make call directly smartwatch fire boltt offer sport mode come equip spo monitor heart rate sensor device also capable track sleep routine activity affordable smartwatch come ip rating make water resistant smartwatch also promise offer day battery single charge,2,2_get_battery_also_new,get - battery - also - new - launch - electric - make - offer - vehicle - price,0.8935911533981691,False
84,direct chief electoral officer poll go karnataka ensure constant monitoring ground situation strengthen vigil various social medium platform prompt action attempt bribe intimidate candidate voter source say come audio circulate social medium allege attempt candidate withdraw candidature offer money government vehicle source say fir file matter section town police station chamarajanagar say section deal punishment bribery undue influence ahead poll campaign level go commission direct ceo ensure constant monitoring ground situation strengthen vigil social medium platform prompt timely action attempt bribery intimidation candidate voter state poll machinery also ask remain vigilant corrupt practice,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
85,say session court order dismiss rahul gandhi plea stay conviction defamation case erroneous unsustainable announce appeal file soon judgment spokesman say judgment serious flaw include repeat mention rahul surname remark cause defamation modi even latter petitioner case press conference surat dismissal rahul appeal say unfortunate unsustainable legal decision magistrate uphold even unsustainable erroneous judgement session court conviction uphold contrary basic elementary principle law judgment challenge accordance law future pointing flaw judgment say court note pm modi defame along crore person modi surname clearly judgment influence high office pm forget complainant say,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,1.0,False
86,format introduce formula back make third year format set make appearance race calendar total sprint race plan year first set take place weekend grand prix hold km long baku city circuit ahead gp formula make adjustment sprint format season change make sprint effectively turn standalone feature race weekend format use outcome bear impact grid main race free practice standard qualifying session hold latter set grid grand prix saturday km sprint race precede additional qualifying session call sprint shootout sprint shootout short traditional qualifying phase sq run minute minute minute fp long take place gp weekend sprint race new tyre mandatory sprint qualifying phase medium sq soft change make scoring system sprint winner sprint score point second place earn point point eighth finisher new format mean km sprint race impact main grand prix race apart azerbaijan sprint venue include,2,2_get_battery_also_new,get - battery - also - new - launch - electric - make - offer - vehicle - price,0.9873495165804376,False
87,enter live relationship come clean partner marital status parenthood call deception calcutta high court recently rule overturn low court judgment hotel executive fine cheat live partner month walk away relationship renege promise marriage chowdhury judgment observe cheat define section refer inducement dishonest fraudulent manner also intentional common thread deception judge note order establish deception need prove defendant promise marry litigant induce sexual relation false hand person hide marital status parenthood introduce element uncertainty relationship say consciously accept risk uncertainty begin relationship cheat say concealment fact result deception charge cheat define section prove high court say court hearing appeal order pass alipore court fine defendant pay former partner litigant rest state exchequer cohabiting month renege promise marry case date back complaint lodge police station woman allege go hotel job interview meet front desk manager manager informal flirted mention complaint ask phone number willingly give woman mention first meet accuse tell fail marriage ask move woman parent know relationship want daughter settle marry quickly man delay divorce woman ask quit hotel job year later leave mumbai meet estranged wife family return inform change mind divorce woman feel cheat lodged police complaint relate cheat rape tell decision enter relationship base solely man promise dissolve marriage marry state counsel tell breach promise case promise marry link dissolution marriage say add person decide divorce agree estranged spouse decreed court therefore element uncertainty inception relationship say add prosecution able prove accuse evil design exploit victim,5,5_marriage_say_rule_right,marriage - say - rule - right - information - sex - court - social - couple - provision,0.7833338304126767,False
88,base protection plant variety farmer authority ppv call agricultural scientist jealously promote nutritional literacy country mainstreame bio fortify crop stress need enlarge food bask address malnutrition adequate seed production price advantage farmer mohapatra former head directorate agricultural research education dare former director agricultural research icar deliver first say global food system currently challenge cs climate change covid conflict speak length nutrition security various food crop address malnutrition menace senior rice scientist talk spelt priority farm scientist farmer policymaker medium personnel say sustainable food system encompass social economic environmental consideration unfortunately often bother sustainable food system globally say dwell global index say child stunt child waste child mortality key indicator say score world consider moderate slightly score add unhealthy child also sign mous entrepreneur occasion similarly new house publication release day farmer scientist retire employee also felicitate significant contribution institute,-1,-1_say_joint_also_year,say - joint - also - year - wrestler - collagen - woman - state - take - first,0.0,False
89,planning list digital financial service unit soon accord people familiar matter conglomerate control billionaire mukesh talk indian regulator secure necessary approval people say ask identify information private parent hold meeting shareholder creditor vote plan spin list unit accord exchange filing deliberation ongoing detail list change people say reliance industry representative decline comment list position shore nascent financial service presence leverage grow consumer operation include large wireless operator large retailer group lead rich person say move list retail arm year continue expand oil refining root reliance appoint non tap top executive strategic venture unit chief executive officer report last month lead business deliver financial product digitally leverage nationwide omni channel presence reliance consumer business say statement last year announce spinoff reliance shareholder receive share financial list share,8,8_company_business_work_future,company - business - work - future - financial - education - image - say - tech - regulation,1.0,False
90,sell record break number ps unit world monster reason buy new rog allege price spec surface online confirm feature ryzen series processor begin early access test new activision blizzard block release late earning report claim company ship unit japanese electronic giant claim ship playstation console ship unit quarter triple time fiscal year cumulatively ship ps unit beat early prediction unit perform game frontaccording report revenue game software see increase unit shipment see decline company ship game unit compare playstation network monthly active user increase around however number playstation subscriber see movement stick report suggest disparity cause lack major first party game release quarter moreover ps early hardware supply issue also reason software revenue add plan build virtuous cycle mutually reinforce console game sale make software sale subscription number important company overall performancethe company overall financial strong report operate profit record yen revenue increase yen share sale number newly launch playstation vr headset also debut quarter company expect operating profit come yen represent roughly decline last year,2,2_get_battery_also_new,get - battery - also - new - launch - electric - make - offer - vehicle - price,0.37868910987598436,False
91,violence continue surge say guterre assistance ensure safety security indian national hit country capital early also speak egyptian counterpart situation sudan deeply value assessment insight also helpful attitude agree remain close touch tweet government describe situation sudan substantial presence believe help facilitate evacuation national fight stop also ensure supply essential strand country fight airport allow country yet carry evacuation citizen indian also locate airport present physically build official continue work normally safety security indian key focus embassy open function rendering service official work separate location embassy building right say ask look evacuate citizen say plan work depend ground situation embassy official say touch army rival force issue safety indian national early approach work facilitate political agreement establish civilian lead transitional government country currently torment power struggle army paramilitary force,7,7_indian_sudan_evacuation_say,indian - sudan - evacuation - say - citizen - security - situation - flight - government - conflict,0.9663940159988326,False
92,villager detain ambush kill soldier admit investigator give shelter well logistic material support terrorist month carry fatal attack military truck dhurian poonch district jammu division source say resident area people detain question ascertain overground worker term radicalise people carry terrorist strike aid outfit slip back routine life help terrorist duress detainee let question source say source say terrorist hide launch ambush truck carry man provision grocery fruit bhimber gali military camp sangiote village iftar rashtriya rifle truck wind blind rain isolate road attack gunfire turn fireball rashtriya rifle man die colleague wound bullet hole find vehicle source say sniper believe take driver immobilise truck terrorist use steel coat bullet penetrate armour flee terrorist steal soldier arm ammunition source say terrorist arrest far security force comb area day metal detector sniffer dog aerial surveillance helicopter drone search spread zone dot thick forest deep gorge natural cave adjoin mountainous district poonch rajouri search party exercise utmost caution terrorist plant improvised landmine forest source say northern visit district close border take stock search interact troop deploy remote area exhort innovative relentless pursuit northern command tweet second visit less week ban people anti fascist front paff offshoot claim responsibility attack,0,0_say_court_party_government,say - court - party - government - police - leader - case - state - people - judge,0.9812603208291553,False
